"","array","site","RADIUS","black.bear","fisher","lynx","white.tailed.deer","grey.wolf","moose","red.fox","caribou","coyote","cougar","absent_fisher","absent_lynx","absent_white.tailed.deer","absent_grey.wolf","absent_moose","absent_red.fox","absent_caribou","absent_coyote","absent_cougar","absent_black.bear","BORROWPIT_DRY","BORROWPIT_WET","BORROWPITS","CAMP_INDUSTRIAL","CLEARING_UNKNOWN","CLEARING_WELLPAD_UNCONFIRMED","CONVENTIONAL_SEISMIC","COUNTRY_RESIDENCE","FACILITY_OTHER","FACILITY_UNKNOWN","GRVL_SAND_PIT","HARVEST_AREA","LOW_IMPACT_SEISMIC","MISC_OIL_GAS_FACILITY","OIL_GAS_PLANT","OPEN_PIT_MINE","RLWY_SGL_TRACK","ROAD_GRAVEL_1L","ROAD_GRAVEL_2L","ROAD_PAVED_UNDIV_1L","ROAD_PAVED_UNDIV_2L","ROAD_UNCLASSIFIED","ROAD_UNIMPROVED","RUNWAY","RURAL_RESIDENCE","SUMP","SURROUNDING_VEG","TRAIL","TRUCK_TRAIL","VEGETATED_EDGE_RAILWAYS","VEGETATED_EDGE_ROADS","WELL_ABAND","WELL_CASED","WELL_CLEARED_NOT_DRILLED","WELL_GAS","WELL_OTHER","PIPELINE","TRANSMISSION_LINE","Grasslands","Agriculture","Water","Coniferous","Broadleaf","Mixed","Exposed_land","Developed","Shrubland"
"11","LU01","LU01_06",2750,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00574712643678161,0,0,0,0.00574712643678161,0.310344827586207,0,0,0,0,0.132183908045977,0,0,0,0,0,0.00574712643678161,0.0172413793103448,0,0,0.00574712643678161,0.00574712643678161,0,0.0114942528735632,0,0,0.247126436781609,0.0114942528735632,0,0.120689655172414,0.0344827586206897,0,0,0,0,0.0459770114942529,0,0.06,0.02,0.08,0.18,0.24,0.2,0,0.02,0.2
"12","LU01","LU01_06",3000,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00515463917525773,0,0,0.00515463917525773,0.00515463917525773,0.329896907216495,0,0,0,0,0.134020618556701,0,0,0,0,0,0.0103092783505155,0.0154639175257732,0,0,0.00515463917525773,0.00515463917525773,0,0.0103092783505155,0,0,0.242268041237113,0.0103092783505155,0,0.11340206185567,0.0309278350515464,0,0,0,0,0.0412371134020619,0,0.05,0.0166666666666667,0.1,0.166666666666667,0.216666666666667,0.2,0,0.0166666666666667,0.233333333333333
"13","LU01","LU01_06",3250,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00452488687782805,0,0,0.00452488687782805,0.00452488687782805,0.316742081447964,0,0,0,0,0.14027149321267,0,0,0,0,0,0.00904977375565611,0.0180995475113122,0,0,0.00452488687782805,0.0135746606334842,0,0.00904977375565611,0,0,0.244343891402715,0.00904977375565611,0,0.122171945701357,0.0316742081447964,0,0,0,0,0.0361990950226244,0,0.0597014925373134,0.0149253731343284,0.0895522388059701,0.194029850746269,0.194029850746269,0.208955223880597,0,0.0149253731343284,0.223880597014925
"14","LU01","LU01_06",3500,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.008,0,0,0.004,0.004,0.308,0,0,0,0,0.14,0,0,0,0,0,0.008,0.016,0,0,0.004,0.016,0,0.008,0,0,0.244,0.008,0,0.132,0.036,0,0,0,0,0.032,0,0.0533333333333333,0.0133333333333333,0.0933333333333333,0.186666666666667,0.226666666666667,0.2,0,0.0133333333333333,0.213333333333333
"15","LU01","LU01_06",3750,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.0106007067137809,0,0,0.00353356890459364,0.00353356890459364,0.282685512367491,0,0,0,0,0.137809187279152,0,0,0,0,0,0.0106007067137809,0.0141342756183746,0,0,0.00353356890459364,0.0141342756183746,0,0.0106007067137809,0,0,0.23321554770318,0.0141342756183746,0,0.130742049469965,0.0353356890459364,0,0,0.00353356890459364,0,0.049469964664311,0,0.0581395348837209,0.0116279069767442,0.0930232558139535,0.22093023255814,0.197674418604651,0.197674418604651,0,0.0116279069767442,0.209302325581395
"16","LU01","LU01_06",4000,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00920245398773006,0,0,0.00306748466257669,0.00306748466257669,0.273006134969325,0,0,0,0,0.159509202453988,0,0,0,0,0,0.00920245398773006,0.0122699386503067,0,0,0.00306748466257669,0.0122699386503067,0,0.00920245398773006,0,0,0.220858895705521,0.0122699386503067,0,0.125766871165644,0.0337423312883436,0,0,0.0122699386503067,0,0.0613496932515337,0,0.06,0.01,0.08,0.22,0.21,0.18,0,0.01,0.23
"17","LU01","LU01_06",4250,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00757575757575758,0,0,0.00505050505050505,0.00252525252525253,0.26010101010101,0,0,0,0,0.164141414141414,0,0,0,0,0,0.0101010101010101,0.0101010101010101,0,0,0.00252525252525253,0.0126262626262626,0,0.00757575757575758,0,0,0.204545454545455,0.0101010101010101,0,0.133838383838384,0.0328282828282828,0,0,0.0151515151515152,0,0.0858585858585859,0,0.0636363636363636,0.00909090909090909,0.0727272727272727,0.209090909090909,0.209090909090909,0.190909090909091,0,0.00909090909090909,0.236363636363636
"18","LU01","LU01_06",4500,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00699300699300699,0,0,0.00466200466200466,0.00233100233100233,0.265734265734266,0,0,0,0,0.172494172494172,0,0,0,0,0,0.00932400932400932,0.00932400932400932,0,0,0.00233100233100233,0.013986013986014,0,0.00699300699300699,0,0,0.202797202797203,0.00932400932400932,0,0.123543123543124,0.0303030303030303,0,0,0.013986013986014,0,0.0909090909090909,0,0.064,0.016,0.064,0.192,0.2,0.208,0,0.008,0.248
"19","LU01","LU01_06",4750,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0,0.00643776824034335,0,0,0.00429184549356223,0.00214592274678112,0.259656652360515,0,0,0,0,0.175965665236052,0,0,0,0,0,0.00858369098712446,0.00858369098712446,0,0,0.00214592274678112,0.0128755364806867,0,0.00643776824034335,0,0,0.210300429184549,0.00858369098712446,0,0.11587982832618,0.0321888412017167,0.00429184549356223,0,0.0128755364806867,0,0.0965665236051502,0,0.0583941605839416,0.0145985401459854,0.072992700729927,0.197080291970803,0.18978102189781,0.211678832116788,0,0.0072992700729927,0.248175182481752
"20","LU01","LU01_06",5000,7,5,0,12,0,3,0,0,4,0,9,14,2,14,11,14,14,10,14,3,0.00182149362477231,0.00546448087431694,0,0,0.00364298724954463,0.00182149362477231,0.249544626593807,0,0,0,0,0.169398907103825,0,0,0,0,0,0.00728597449908925,0.00728597449908925,0,0,0.00182149362477231,0.0109289617486339,0,0.00546448087431694,0,0,0.229508196721311,0.0109289617486339,0,0.107468123861566,0.029143897996357,0.00364298724954463,0,0.0145719489981785,0,0.107468123861566,0.00364298724954463,0.0580645161290323,0.0193548387096774,0.0645161290322581,0.193548387096774,0.2,0.212903225806452,0,0.00645161290322581,0.245161290322581
"21","LU01","LU01_10",250,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"22","LU01","LU01_10",500,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.125,0,0,0,0,0.25,0,0.2,0,0,0.2,0.4,0,0,0,0.2
"23","LU01","LU01_10",750,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0,0.181818181818182,0,0,0,0,0.181818181818182,0,0.142857142857143,0,0,0.285714285714286,0.285714285714286,0.142857142857143,0,0,0.142857142857143
"24","LU01","LU01_10",1000,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176470588,0,0,0,0.117647058823529,0,0,0,0,0.117647058823529,0,0.1,0,0.1,0.2,0.3,0.2,0,0,0.1
"25","LU01","LU01_10",1250,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0.0666666666666667,0,0,0.0333333333333333,0,0.233333333333333,0,0.0833333333333333,0,0.166666666666667,0.166666666666667,0.25,0.166666666666667,0,0,0.166666666666667
"26","LU01","LU01_10",1500,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.325581395348837,0,0,0,0,0.0930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27906976744186,0,0,0,0.0465116279069767,0,0,0.0232558139534884,0,0.232558139534884,0,0.0625,0,0.125,0.1875,0.1875,0.25,0,0,0.1875
"27","LU01","LU01_10",1750,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.352941176470588,0,0,0,0,0.0980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274509803921569,0,0,0,0.0588235294117647,0,0,0.0196078431372549,0,0.196078431372549,0,0.0555555555555556,0,0.111111111111111,0.166666666666667,0.222222222222222,0.277777777777778,0,0,0.166666666666667
"28","LU01","LU01_10",2000,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.397058823529412,0,0,0,0,0.0735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.0441176470588235,0,0,0.0147058823529412,0,0.220588235294118,0,0.0454545454545455,0,0.136363636363636,0.181818181818182,0.181818181818182,0.272727272727273,0,0,0.181818181818182
"29","LU01","LU01_10",2250,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.420454545454545,0,0,0,0,0.0795454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261363636363636,0,0,0,0.0454545454545455,0,0,0.0113636363636364,0,0.181818181818182,0,0.0714285714285714,0,0.107142857142857,0.214285714285714,0.178571428571429,0.25,0,0,0.178571428571429
"30","LU01","LU01_10",2500,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.392523364485981,0,0,0,0,0.0747663551401869,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0.280373831775701,0,0,0.0186915887850467,0.0560747663551402,0,0,0.00934579439252336,0,0.158878504672897,0,0.0540540540540541,0,0.0810810810810811,0.243243243243243,0.162162162162162,0.243243243243243,0,0.027027027027027,0.189189189189189
"31","LU01","LU01_10",2750,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.370967741935484,0,0,0,0,0.0806451612903226,0,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0,0,0,0.274193548387097,0,0,0.0403225806451613,0.0483870967741935,0,0,0.00806451612903226,0,0.169354838709677,0,0.0476190476190476,0,0.0714285714285714,0.285714285714286,0.166666666666667,0.238095238095238,0,0.0238095238095238,0.166666666666667
"32","LU01","LU01_10",3000,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.379310344827586,0,0,0,0,0.096551724137931,0,0,0,0,0,0,0.0137931034482759,0,0,0,0,0,0,0,0,0.268965517241379,0,0,0.0482758620689655,0.0413793103448276,0,0,0.00689655172413793,0,0.144827586206897,0,0.0408163265306122,0,0.102040816326531,0.26530612244898,0.142857142857143,0.244897959183673,0,0.0204081632653061,0.183673469387755
"33","LU01","LU01_10",3250,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.378698224852071,0,0,0,0,0.106508875739645,0,0,0,0,0,0,0.0118343195266272,0,0,0.00591715976331361,0,0,0.00591715976331361,0,0,0.272189349112426,0,0,0.0473372781065089,0.0355029585798817,0,0,0.00591715976331361,0,0.124260355029586,0,0.0350877192982456,0,0.105263157894737,0.228070175438596,0.157894736842105,0.245614035087719,0,0.0175438596491228,0.210526315789474
"34","LU01","LU01_10",3500,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.351485148514851,0,0,0,0,0.0940594059405941,0,0,0,0,0,0,0.0099009900990099,0,0,0.00495049504950495,0.0099009900990099,0,0.0099009900990099,0,0,0.262376237623762,0.00495049504950495,0,0.0693069306930693,0.0396039603960396,0,0,0.00495049504950495,0,0.113861386138614,0,0.0327868852459016,0.0163934426229508,0.0983606557377049,0.229508196721311,0.147540983606557,0.262295081967213,0,0.0163934426229508,0.19672131147541
"35","LU01","LU01_10",3750,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0,0,0.360515021459227,0,0,0,0,0.11587982832618,0,0,0,0,0,0,0.00858369098712446,0,0,0.00429184549356223,0.00858369098712446,0,0.00858369098712446,0,0,0.248927038626609,0.00429184549356223,0,0.0686695278969957,0.0343347639484979,0,0,0.00429184549356223,0,0.0987124463519313,0,0.04,0.0266666666666667,0.106666666666667,0.226666666666667,0.12,0.253333333333333,0,0.0133333333333333,0.213333333333333
"36","LU01","LU01_10",4000,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0.00396825396825397,0,0.361111111111111,0,0,0,0,0.115079365079365,0,0,0,0,0,0,0.0119047619047619,0,0,0.00396825396825397,0.00793650793650794,0,0.00793650793650794,0,0,0.246031746031746,0.00396825396825397,0,0.0714285714285714,0.0317460317460317,0,0,0.00396825396825397,0,0.0992063492063492,0,0.0357142857142857,0.0238095238095238,0.0952380952380952,0.226190476190476,0.142857142857143,0.261904761904762,0,0.0119047619047619,0.202380952380952
"37","LU01","LU01_10",4250,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0.00352112676056338,0,0.345070422535211,0,0,0,0,0.123239436619718,0,0,0,0,0,0.00352112676056338,0.0105633802816901,0,0,0.00352112676056338,0.00704225352112676,0,0.00704225352112676,0,0,0.235915492957746,0.00704225352112676,0,0.0915492957746479,0.0352112676056338,0,0,0.00352112676056338,0,0.0880281690140845,0,0.032258064516129,0.032258064516129,0.0860215053763441,0.21505376344086,0.161290322580645,0.268817204301075,0,0.010752688172043,0.193548387096774
"38","LU01","LU01_10",4500,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0.00314465408805031,0,0.330188679245283,0,0,0,0,0.122641509433962,0.00628930817610063,0,0,0,0,0.00314465408805031,0.00943396226415094,0,0,0.00314465408805031,0.00943396226415094,0,0.00943396226415094,0,0,0.226415094339623,0.00628930817610063,0,0.113207547169811,0.0314465408805031,0,0,0.00314465408805031,0,0.0786163522012579,0,0.0388349514563107,0.029126213592233,0.087378640776699,0.203883495145631,0.16504854368932,0.271844660194175,0,0.00970873786407767,0.194174757281553
"39","LU01","LU01_10",4750,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0.00277008310249307,0.00277008310249307,0.318559556786704,0,0,0,0,0.121883656509695,0.00554016620498615,0,0,0,0,0.00277008310249307,0.00831024930747922,0,0,0.00277008310249307,0.0110803324099723,0,0.0110803324099723,0,0,0.227146814404432,0.00831024930747922,0,0.10803324099723,0.03601108033241,0,0,0.00277008310249307,0,0.0692520775623269,0.0110803324099723,0.0573770491803279,0.0327868852459016,0.0819672131147541,0.19672131147541,0.163934426229508,0.245901639344262,0,0.00819672131147541,0.213114754098361
"40","LU01","LU01_10",5000,3,3,0,5,0,2,0,0,4,0,2,5,0,5,3,5,5,1,5,2,0,0,0,0,0.00248138957816377,0.00248138957816377,0.307692307692308,0,0,0,0,0.124069478908189,0.00496277915632754,0,0,0,0,0.00248138957816377,0.00744416873449132,0,0,0.00248138957816377,0.0124069478908189,0,0.00992555831265509,0,0,0.218362282878412,0.00744416873449132,0,0.124069478908189,0.032258064516129,0.00248138957816377,0,0.00992555831265509,0,0.0694789081885856,0.00992555831265509,0.0492957746478873,0.028169014084507,0.0774647887323944,0.204225352112676,0.169014084507042,0.246478873239437,0,0.00704225352112676,0.21830985915493
"41","LU01","LU01_11",250,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5
"42","LU01","LU01_11",500,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5
"43","LU01","LU01_11",750,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5
"44","LU01","LU01_11",1000,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5
"45","LU01","LU01_11",1250,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5
"46","LU01","LU01_11",1500,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.25
"47","LU01","LU01_11",1750,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.25
"48","LU01","LU01_11",2000,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.25,0,0,0,0,0.125,0,0.2,0,0.1,0.1,0.3,0.2,0,0,0.1
"49","LU01","LU01_11",2250,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.25,0,0,0,0,0.0833333333333333,0,0.1875,0,0.0625,0.0625,0.1875,0.1875,0,0,0.3125
"50","LU01","LU01_11",2500,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.315789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0,0,0,0.263157894736842,0,0,0,0,0.0526315789473684,0,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.136363636363636,0,0,0.318181818181818
"51","LU01","LU01_11",2750,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.25,0,0,0,0,0.05,0,0.129032258064516,0,0.0645161290322581,0.129032258064516,0.161290322580645,0.0967741935483871,0,0,0.419354838709677
"52","LU01","LU01_11",3000,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364,0,0,0,0.242424242424242,0,0,0,0,0.0606060606060606,0,0.146341463414634,0.024390243902439,0.0731707317073171,0.146341463414634,0.121951219512195,0.0975609756097561,0,0.024390243902439,0.365853658536585
"53","LU01","LU01_11",3250,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0.0135135135135135,0,0.243243243243243,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.0135135135135135,0,0,0,0.0135135135135135,0,0,0,0,0.189189189189189,0,0,0.162162162162162,0.121621621621622,0,0,0,0,0.108108108108108,0.0405405405405405,0.115384615384615,0.0384615384615385,0.0576923076923077,0.134615384615385,0.134615384615385,0.115384615384615,0,0.0192307692307692,0.384615384615385
"54","LU01","LU01_11",3500,4,3,1,12,2,5,2,0,8,1,11,13,2,12,9,12,14,6,13,6,0,0,0,0,0.0192307692307692,0,0.221153846153846,0,0,0,0,0,0,0,0,0,0,0.0288461538461538,0.00961538461538462,0,0,0,0.00961538461538462,0,0.00961538461538462,0,0,0.173076923076923,0,0,0.211538461538462,0.105769230769231,0,0,0,0,0.125,0.0384615384615385,0.0983606557377049,0.0327868852459016,0.0491803278688525,0.114754098360656,0.147540983606557,0.131147540983607,0,0.0163934426229508,0.409836065573771
